development,tds_#,building_#,stairhall#,borough_nycha,house_#,street,address_nycha,city,state,zip_code,bin,block,lot,BBL,census_tract_(2020),neighborhood_tabulation_area_code,neighborhood_tabulation_area_name,community_district,city_council_district,state_assembly_district,state_senate_district,us_congressional_district,privately_managed,latitude_nycha,longitude_nycha,geometry,borough_pluto,tax_block,tax_lot,census_tract_2010,cb2010,council_district,postcode,policeprct,healtharea,address_pluto,zonedist1,zonedist2,zonedist3,zonedist4,ltdheight,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,resarea,garagearea,strgearea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,proxcode,irrlotcode,lottype,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,borocode,bbl,tract2010,xcoord,ycoord,latitude_pluto,longitude_pluto,zonemap,zmcode,appbbl,appdate,plutomapid,dcpedited,notes,bct2020,bctcb2020,yearbuilt_dt,yearalter1_dt,yearalter2_dt,consumption_(kwh),current_charges,borough,consumption_per_unit
SHEEPSHEAD BAY,36,11,22,BROOKLYN,2977,AVENUE W,2977 AVENUE W,BROOKLYN,NY,"11,229",3337297,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.596426,-73.938795,POINT (-73.938795 40.596426),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,12,23,BROOKLYN,2258,BATCHELDER STREET,2258 BATCHELDER STREET,BROOKLYN,NY,"11,229",3337302,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.597096,-73.938746,POINT (-73.938746 40.597096),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,12,24,BROOKLYN,2256,BATCHELDER STREET,2256 BATCHELDER STREET,BROOKLYN,NY,"11,229",3337302,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.597238,-73.938786,POINT (-73.938786 40.597238),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,13,25,BROOKLYN,2957,AVENUE W,2957 AVENUE W,BROOKLYN,NY,"11,229",3337295,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.596598,-73.939524,POINT (-73.939524 40.596598),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,13,26,BROOKLYN,2953,AVENUE W,2953 AVENUE W,BROOKLYN,NY,"11,229",3337295,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.596557,-73.9399,POINT (-73.9399 40.596557),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,14,27,BROOKLYN,3573,NOSTRAND AVENUE,3573 NOSTRAND AVENUE,BROOKLYN,NY,"11,229",3337305,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.596784,-73.940772,POINT (-73.940772 40.596784),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,14,28,BROOKLYN,3571,NOSTRAND AVENUE,3571 NOSTRAND AVENUE,BROOKLYN,NY,"11,229",3337305,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.597087,-73.940825,POINT (-73.940825 40.597087),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,15,29,BROOKLYN,3527,NOSTRAND AVENUE,3527 NOSTRAND AVENUE,BROOKLYN,NY,"11,229",3337289,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.597761,-73.94095,POINT (-73.94095 40.597761),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,15,30,BROOKLYN,2932,AVENUE V,2932 AVENUE V,BROOKLYN,NY,"11,229",3337289,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.598065,-73.941013,POINT (-73.941013 40.598065),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,16,31,BROOKLYN,3549,NOSTRAND AVENUE,3549 NOSTRAND AVENUE,BROOKLYN,NY,"11,229",3337303,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.597405,-73.940483,POINT (-73.940483 40.597405),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,16,32,BROOKLYN,3547,NOSTRAND AVENUE,3547 NOSTRAND AVENUE,BROOKLYN,NY,"11,229",3337303,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.597543,-73.94052,POINT (-73.94052 40.597543),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,17,33,BROOKLYN,2238,BATCHELDER STREET,2238 BATCHELDER STREET,BROOKLYN,NY,"11,229",3337300,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.597537,-73.939272,POINT (-73.939272 40.597537),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,17,34,BROOKLYN,2236,BATCHELDER STREET,2236 BATCHELDER STREET,BROOKLYN,NY,"11,229",3337300,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.597672,-73.939302,POINT (-73.939302 40.597672),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,18,35,BROOKLYN,2218,BATCHELDER STREET,2218 BATCHELDER STREET,BROOKLYN,NY,"11,229",3337299,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.597983,-73.938951,POINT (-73.938951 40.597983),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHEEPSHEAD BAY,36,18,36,BROOKLYN,2986,AVENUE V,2986 AVENUE V,BROOKLYN,NY,"11,229",3337299,7387,1,3073870001,572,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,15,46,41,23,8,,40.598286,-73.939008,POINT (-73.939008 40.598286),BK,7387.0,1.0,572.0,2000.0,46.0,11229.0,61.0,8722.0,3595 NOSTRAND AVENUE,R5,,,,,D3,3.0,0.0,M,NYC HOUSING AUTHORITY,"584,000","585,546","585,546",0,0,0,2.0,10.0,7.0,528.0,528,800,730,180.33,84.5,0.0,False,3.0,6464700.0,20337300.0,1950.0,"1,982",0,,,1.0,1.5,3.0,3073870001.0,572.0,1000960.0,156884.0,40.5972708,-73.9398289,29a,,,,1.0,t,,3057200.0,30572002000.0,1950-01-01,1982-01-01,,108685593.0,14127587.68,BROOKLYN,205843.92613636365
SHELTON HOUSE,279,1,7,QUEENS,89-09,162ND STREET,89-09 162ND STREET,JAMAICA,NY,"11,432",4208882,9761,36,4097610036,"44,601",QN1201,Jamaica,12,27,32,14,5,,40.706456,-73.798852,POINT (-73.798852 40.706456),QN,9761.0,36.0,446.01,2002.0,27.0,11432.0,103.0,2810.0,89-09 162 STREET,C4-4D,,,,,D1,3.0,0.0,O,NYC HOUSING AUTHORITY,"21,713","127,323","122,544","4,779",0,0,2.0,1.0,12.0,156.0,156,170.67,127.17,141.0,73.0,0.0,False,5.0,488700.0,4261050.0,1961.0,0,0,,,5.86,6.02,4.0,4097610036.0,44601.0,1040070.0,196741.0,40.7065092,-73.798668,14d,,,,1.0,,,4044601.0,40446012002.0,1961-01-01,,,2720572.2,399630.32,QUEENS,17439.565384615387
SMITH,27,1,1,MANHATTAN,20,CATHERINE SLIP,20 CATHERINE SLIP,NEW YORK,NY,"10,038",1077410,111,100,1001110100,25,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.709494,-73.996611,POINT (-73.996611 40.709494),MN,111.0,100.0,25.0,2000.0,1.0,10038.0,5.0,7800.0,20 MADISON STREET,R7-2,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"781,000","1,264,820","1,250,820",0,0,0,2.0,13.0,17.0,,"1,947",689,978,121.0,167.0,1.0,True,1.0,29880450.0,89863650.0,1950.0,"1,988",0,,,1.62,3.44,1.0,1001110100.0,25.0,984612.0,198074.0,40.7103441,-73.9986943,12d,,,,1.0,t,,1002500.0,10025002000.0,1950-01-01,1988-01-01,,167724533.28,24748772.79,MANHATTAN,
SMITH,27,2,2,MANHATTAN,10,CATHERINE SLIP,10 CATHERINE SLIP,NEW YORK,NY,"10,038",1077411,111,100,1001110100,25,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.709769,-73.997497,POINT (-73.997497 40.709769),MN,111.0,100.0,25.0,2000.0,1.0,10038.0,5.0,7800.0,20 MADISON STREET,R7-2,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"781,000","1,264,820","1,250,820",0,0,0,2.0,13.0,17.0,,"1,947",689,978,121.0,167.0,1.0,True,1.0,29880450.0,89863650.0,1950.0,"1,988",0,,,1.62,3.44,1.0,1001110100.0,25.0,984612.0,198074.0,40.7103441,-73.9986943,12d,,,,1.0,t,,1002500.0,10025002000.0,1950-01-01,1988-01-01,,167724533.28,24748772.79,MANHATTAN,
SMITH,27,3,3,MANHATTAN,182,SOUTH STREET,182 SOUTH STREET,NEW YORK,NY,"10,038",1077412,111,100,1001110100,25,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.709772,-73.998505,POINT (-73.998505 40.709772),MN,111.0,100.0,25.0,2000.0,1.0,10038.0,5.0,7800.0,20 MADISON STREET,R7-2,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"781,000","1,264,820","1,250,820",0,0,0,2.0,13.0,17.0,,"1,947",689,978,121.0,167.0,1.0,True,1.0,29880450.0,89863650.0,1950.0,"1,988",0,,,1.62,3.44,1.0,1001110100.0,25.0,984612.0,198074.0,40.7103441,-73.9986943,12d,,,,1.0,t,,1002500.0,10025002000.0,1950-01-01,1988-01-01,,167724533.28,24748772.79,MANHATTAN,
SMITH,27,4,4,MANHATTAN,180,SOUTH STREET,180 SOUTH STREET,NEW YORK,NY,"10,038",1077413,111,100,1001110100,25,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.709118,-73.998907,POINT (-73.998907 40.709118),MN,111.0,100.0,25.0,2000.0,1.0,10038.0,5.0,7800.0,20 MADISON STREET,R7-2,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"781,000","1,264,820","1,250,820",0,0,0,2.0,13.0,17.0,,"1,947",689,978,121.0,167.0,1.0,True,1.0,29880450.0,89863650.0,1950.0,"1,988",0,,,1.62,3.44,1.0,1001110100.0,25.0,984612.0,198074.0,40.7103441,-73.9986943,12d,,,,1.0,t,,1002500.0,10025002000.0,1950-01-01,1988-01-01,,167724533.28,24748772.79,MANHATTAN,
SMITH,27,5,5,MANHATTAN,7,SAINT JAMES PLACE,7 SAINT JAMES PLACE,NEW YORK,NY,"10,038",1077414,111,100,1001110100,25,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.710209,-73.99923,POINT (-73.99923 40.710209),MN,111.0,100.0,25.0,2000.0,1.0,10038.0,5.0,7800.0,20 MADISON STREET,R7-2,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"781,000","1,264,820","1,250,820",0,0,0,2.0,13.0,17.0,,"1,947",689,978,121.0,167.0,1.0,True,1.0,29880450.0,89863650.0,1950.0,"1,988",0,,,1.62,3.44,1.0,1001110100.0,25.0,984612.0,198074.0,40.7103441,-73.9986943,12d,,,,1.0,t,,1002500.0,10025002000.0,1950-01-01,1988-01-01,,167724533.28,24748772.79,MANHATTAN,
SMITH,27,6,6,MANHATTAN,374,PEARL STREET,374 PEARL STREET,NEW YORK,NY,"10,038",1077415,111,100,1001110100,25,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.710109,-74.000215,POINT (-74.000215 40.710109),MN,111.0,100.0,25.0,2000.0,1.0,10038.0,5.0,7800.0,20 MADISON STREET,R7-2,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"781,000","1,264,820","1,250,820",0,0,0,2.0,13.0,17.0,,"1,947",689,978,121.0,167.0,1.0,True,1.0,29880450.0,89863650.0,1950.0,"1,988",0,,,1.62,3.44,1.0,1001110100.0,25.0,984612.0,198074.0,40.7103441,-73.9986943,12d,,,,1.0,t,,1002500.0,10025002000.0,1950-01-01,1988-01-01,,167724533.28,24748772.79,MANHATTAN,
SMITH,27,7,7,MANHATTAN,388,PEARL STREET,388 PEARL STREET,NEW YORK,NY,"10,038",1077416,111,100,1001110100,25,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.710612,-74.000197,POINT (-74.000197 40.710612),MN,111.0,100.0,25.0,2000.0,1.0,10038.0,5.0,7800.0,20 MADISON STREET,R7-2,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"781,000","1,264,820","1,250,820",0,0,0,2.0,13.0,17.0,,"1,947",689,978,121.0,167.0,1.0,True,1.0,29880450.0,89863650.0,1950.0,"1,988",0,,,1.62,3.44,1.0,1001110100.0,25.0,984612.0,198074.0,40.7103441,-73.9986943,12d,,,,1.0,t,,1002500.0,10025002000.0,1950-01-01,1988-01-01,,167724533.28,24748772.79,MANHATTAN,
SMITH,27,8,8,MANHATTAN,26,MADISON STREET,26 MADISON STREET,NEW YORK,NY,"10,038",1077417,111,100,1001110100,25,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.711318,-73.999397,POINT (-73.999397 40.711318),MN,111.0,100.0,25.0,2000.0,1.0,10038.0,5.0,7800.0,20 MADISON STREET,R7-2,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"781,000","1,264,820","1,250,820",0,0,0,2.0,13.0,17.0,,"1,947",689,978,121.0,167.0,1.0,True,1.0,29880450.0,89863650.0,1950.0,"1,988",0,,,1.62,3.44,1.0,1001110100.0,25.0,984612.0,198074.0,40.7103441,-73.9986943,12d,,,,1.0,t,,1002500.0,10025002000.0,1950-01-01,1988-01-01,,167724533.28,24748772.79,MANHATTAN,
SMITH,27,9,9,MANHATTAN,15,SAINT JAMES PLACE,15 SAINT JAMES PLACE,NEW YORK,NY,"10,038",1077418,111,100,1001110100,25,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.710734,-73.998738,POINT (-73.998738 40.710734),MN,111.0,100.0,25.0,2000.0,1.0,10038.0,5.0,7800.0,20 MADISON STREET,R7-2,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"781,000","1,264,820","1,250,820",0,0,0,2.0,13.0,17.0,,"1,947",689,978,121.0,167.0,1.0,True,1.0,29880450.0,89863650.0,1950.0,"1,988",0,,,1.62,3.44,1.0,1001110100.0,25.0,984612.0,198074.0,40.7103441,-73.9986943,12d,,,,1.0,t,,1002500.0,10025002000.0,1950-01-01,1988-01-01,,167724533.28,24748772.79,MANHATTAN,
SMITH,27,10,10,MANHATTAN,40,MADISON STREET,40 MADISON STREET,NEW YORK,NY,"10,038",1077419,111,100,1001110100,25,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.711532,-73.99864,POINT (-73.99864 40.711532),MN,111.0,100.0,25.0,2000.0,1.0,10038.0,5.0,7800.0,20 MADISON STREET,R7-2,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"781,000","1,264,820","1,250,820",0,0,0,2.0,13.0,17.0,,"1,947",689,978,121.0,167.0,1.0,True,1.0,29880450.0,89863650.0,1950.0,"1,988",0,,,1.62,3.44,1.0,1001110100.0,25.0,984612.0,198074.0,40.7103441,-73.9986943,12d,,,,1.0,t,,1002500.0,10025002000.0,1950-01-01,1988-01-01,,167724533.28,24748772.79,MANHATTAN,
SMITH,27,11,11,MANHATTAN,46,MADISON STREET,46 MADISON STREET,NEW YORK,NY,"10,038",1077420,111,100,1001110100,25,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.711525,-73.998125,POINT (-73.998125 40.711525),MN,111.0,100.0,25.0,2000.0,1.0,10038.0,5.0,7800.0,20 MADISON STREET,R7-2,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"781,000","1,264,820","1,250,820",0,0,0,2.0,13.0,17.0,,"1,947",689,978,121.0,167.0,1.0,True,1.0,29880450.0,89863650.0,1950.0,"1,988",0,,,1.62,3.44,1.0,1001110100.0,25.0,984612.0,198074.0,40.7103441,-73.9986943,12d,,,,1.0,t,,1002500.0,10025002000.0,1950-01-01,1988-01-01,,167724533.28,24748772.79,MANHATTAN,
SMITH,27,12,12,MANHATTAN,54,CATHERINE STREET,54 CATHERINE STREET,NEW YORK,NY,"10,038",1077421,111,100,1001110100,25,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.711636,-73.997137,POINT (-73.997137 40.711636),MN,111.0,100.0,25.0,2000.0,1.0,10038.0,5.0,7800.0,20 MADISON STREET,R7-2,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"781,000","1,264,820","1,250,820",0,0,0,2.0,13.0,17.0,,"1,947",689,978,121.0,167.0,1.0,True,1.0,29880450.0,89863650.0,1950.0,"1,988",0,,,1.62,3.44,1.0,1001110100.0,25.0,984612.0,198074.0,40.7103441,-73.9986943,12d,,,,1.0,t,,1002500.0,10025002000.0,1950-01-01,1988-01-01,,167724533.28,24748772.79,MANHATTAN,
SOTOMAYOR HOUSES,67,1,1,BRONX,1055,ROSEDALE AVENUE,1055 ROSEDALE AVENUE,BRONX,NY,"10,472",2092784,3723,1,2037230001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826148,-73.868452,POINT (-73.868452 40.826148),BX,3723.0,1.0,44.0,2000.0,18.0,10472.0,43.0,3020.0,1715 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"488,700","526,690","526,690",0,0,0,2.0,11.0,7.0,594.0,594,493.0,741.25,150.0,90.0,0.0,True,3.0,1917450.0,14114250.0,1953.0,0,0,,,1.08,1.5,2.0,2037230001.0,44.0,1020365.0,240299.0,40.8261669,-73.869506,6c,True,,,1.0,,,2004400.0,20044002000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,274347.93265993265
SOTOMAYOR HOUSES,67,2,2,BRONX,1725,BRUCKNER BOULEVARD,1725 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092786,3723,1,2037230001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.825599,-73.868657,POINT (-73.868657 40.825599),BX,3723.0,1.0,44.0,2000.0,18.0,10472.0,43.0,3020.0,1715 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"488,700","526,690","526,690",0,0,0,2.0,11.0,7.0,594.0,594,493.0,741.25,150.0,90.0,0.0,True,3.0,1917450.0,14114250.0,1953.0,0,0,,,1.08,1.5,2.0,2037230001.0,44.0,1020365.0,240299.0,40.8261669,-73.869506,6c,True,,,1.0,,,2004400.0,20044002000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,274347.93265993265
SOTOMAYOR HOUSES,67,3,3,BRONX,1715,BRUCKNER BOULEVARD,1715 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092785,3723,1,2037230001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.825744,-73.869257,POINT (-73.869257 40.825744),BX,3723.0,1.0,44.0,2000.0,18.0,10472.0,43.0,3020.0,1715 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"488,700","526,690","526,690",0,0,0,2.0,11.0,7.0,594.0,594,493.0,741.25,150.0,90.0,0.0,True,3.0,1917450.0,14114250.0,1953.0,0,0,,,1.08,1.5,2.0,2037230001.0,44.0,1020365.0,240299.0,40.8261669,-73.869506,6c,True,,,1.0,,,2004400.0,20044002000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,274347.93265993265
